DATE,MAX TEMPERATURE(F),MAX_TEMP_CELSIUS,MIN TEMPERATURE(F),MIN_TEMP_CELSIUS,MEAN TEMPERATURE(C),DAILY SUNSHINE (0.1HOURS),DAILY SNOW (1CM),DAILY PRECIPITATION (0.1MM),DAILY GLOBAL RADIATION (W/m2),DAILY SEA LEVEL PRESSURE (0.1 hPa),DAILY RELATIVE HUMIDITY (%),DAILY CLOUD COVER (oktas)
01/01/20,110,43.33,17,-8.3,17.515,0,0,0,13,10293,90,7
01/02/20,100,37.78,47,8.3,23.04,0,0,20,13,10204,89,8
01/03/20,90,32.22,80,26.7,29.46,27,0,0,22,10214,81,4
01/04/20,90,32.22,22,-5.6,13.31,14,0,0,36,10342,81,6
01/05/20,89,31.67,60,15.6,23.635,0,0,0,32,10332,82,8
01/06/20,131,55,66,18.9,36.95,4,0,8,24,10222,81,6
01/07/20,128,53.33,41,5,29.165,13,0,2,30,10218,92,6
01/08/20,134,56.67,79,26.1,41.385,0,0,10,37,10206,87,8
01/09/20,99,37.22,95,35,36.11,29,0,44,28,10069,86,6
01/10/20,114,45.56,55,12.8,29.18,35,0,0,43,10231,77,5
01/11/20,117,47.22,49,9.4,28.31,4,0,6,43,10242,81,7
01/12/20,112,44.44,90,32.2,38.32,28,0,4,27,10182,82,5
01/13/20,133,56.11,45,7.2,31.655,6,0,58,36,10080,88,7
01/14/20,102,38.89,72,22.2,30.545,0,0,126,27,9960,89,7
01/15/20,127,52.78,70,21.1,36.94,20,0,4,18,10067,84,5
01/16/20,96,35.56,52,11.1,23.33,4,0,56,38,10144,85,6
01/17/20,79,26.11,73,22.8,24.455,18,0,0,34,10125,84,5
01/18/20,77,25,9,-12.8,6.1,58,1–2,0,43,10279,84,1
01/19/20,88,31.11,-9,-22.8,4.155,61,3–5,2,60,10443,84,1
01/20/20,80,26.67,-3,-19.4,3.635,29,1–2,0,66,10477,84,4
01/21/20,81,27.22,-21,-29.4,-1.09,56,3–5,0,53,10419,88,1
01/22/20,81,27.22,-2,-18.9,4.16,0,1–2,2,58,10376,96,8
01/23/20,70,21.11,49,9.4,15.255,0,0,0,17,10315,86,8
01/24/20,81,27.22,58,14.4,20.81,0,0,0,10,10233,92,8
01/25/20,105,40.56,56,13.3,26.93,0,0,2,12,10185,90,8
01/26/20,96,35.56,56,13.3,24.43,0,0,30,21,10096,92,7
01/27/20,82,27.78,73,22.8,25.29,1,0,86,36,9998,90,6
01/28/20,97,36.11,22,-5.6,15.255,38,0,0,36,9960,82,3
01/29/20,130,54.44,23,-5,24.72,58,0,0,69,10090,78,2
01/30/20,128,53.33,45,7.2,30.265,0,0,2,70,10044,90,8
01/31/20,124,51.11,86,30,40.555,0,0,14,23,10061,89,7
02/01/20,133,56.11,94,34.4,45.255,33,0,84,39,10049,76,4
02/02/20,120,48.89,63,17.2,33.045,0,0,2,64,10075,83,7
02/03/20,94,34.44,81,27.2,30.82,10,0,2,48,10126,75,4
02/04/20,98,36.67,39,3.9,20.285,9,0,0,49,10225,72,4
02/05/20,95,35,16,-8.9,13.05,31,0,0,42,10366,88,3
02/06/20,108,42.22,-3,-19.4,11.41,46,1–2,0,68,10316,91,4
02/07/20,111,43.89,4,-15.6,14.145,43,1–2,14,80,10194,86,3
02/08/20,132,55.56,31,-0.6,27.48,34,0,0,77,10146,78,6
02/09/20,97,36.11,75,23.9,30.005,0,0,128,68,9944,84,8
02/10/20,84,28.89,53,11.7,20.295,21,0,36,24,9974,75,5
02/11/20,91,32.78,34,1.1,16.94,55,0,0,68,10079,63,2
02/12/20,104,40,22,-5.6,17.2,61,0,104,99,10142,74,3
02/13/20,125,51.67,40,4.4,28.035,9,0,14,91,9988,84,6
02/14/20,131,55,18,-7.8,23.6,30,0,36,56,10165,84,5
02/15/20,118,47.78,51,10.6,29.19,0,0,138,77,10063,91,8
02/16/20,114,45.56,99,37.2,41.38,1,0,70,20,9960,87,6
02/17/20,114,45.56,53,11.7,28.63,33,0,0,29,10096,70,3
02/18/20,98,36.67,43,6.1,21.385,26,0,22,88,10181,77,7
02/19/20,103,39.44,24,-4.4,17.52,0,0,14,74,10188,83,8
02/20/20,116,46.67,48,8.9,27.785,10,0,46,36,10119,83,6
02/21/20,143,61.67,37,2.8,32.235,0,0,0,42,10224,73,5
02/22/20,151,66.11,67,19.4,42.755,16,0,4,67,10183,72,7
02/23/20,122,50,88,31.1,40.55,13,0,32,70,10170,76,8
02/24/20,97,36.11,57,13.9,25.005,0,0,24,61,10105,86,7
02/25/20,92,33.33,46,7.8,20.565,16,0,10,30,10004,79,6
02/26/20,82,27.78,8,-13.3,7.24,43,1–2,78,84,10039,71,4
02/27/20,119,48.33,20,-6.7,20.815,45,0,16,100,10038,75,5
02/28/20,98,36.67,0,-17.8,9.435,0,1–2,116,91,10056,88,7
02/29/20,105,40.56,47,8.3,24.43,35,0,8,34,9864,80,5
03/01/20,101,38.33,42,5.6,21.965,69,0,54,99,9888,68,3
03/02/20,106,41.11,38,3.3,22.205,34,0,0,137,9904,78,5
03/03/20,83,28.33,14,-10,9.165,27,0,8,106,10025,78,3
03/04/20,61,16.11,-1,-18.3,-1.095,0,1–2,56,92,10074,90,8
03/05/20,101,38.33,39,3.9,21.115,0,0,102,54,9951,93,8
03/06/20,133,56.11,23,-5,25.555,87,0,0,41,10053,71,4
03/07/20,143,61.67,16,-8.9,26.385,2,0,4,165,10150,82,7
03/08/20,132,55.56,63,17.2,36.38,46,0,22,96,10060,79,6
03/09/20,160,71.11,45,7.2,39.155,16,0,76,120,10111,81,5
03/10/20,154,67.78,63,17.2,42.49,2,0,0,79,10048,,8
03/11/20,109,42.78,79,26.1,34.44,46,0,18,18,10093,,4
03/12/20,130,54.44,44,6.7,30.57,67,0,14,147,10101,66,4
03/13/20,136,57.78,46,7.8,32.79,30,0,36,144,10174,67,6
03/14/20,122,50,65,18.3,34.15,13,0,0,115,10136,82,8
03/15/20,129,53.89,91,32.8,43.345,0,0,22,104,10085,84,8
03/16/20,136,57.78,28,-2.2,27.79,102,0,0,73,10211,73,2
03/17/20,156,68.89,44,6.7,37.795,6,0,0,198,10272,82,5
03/18/20,79,26.11,94,34.4,30.255,3,0,10,88,10247,82,8
03/19/20,101,38.33,60,15.6,26.965,0,0,6,65,10262,94,8
03/20/20,109,42.78,59,15,28.89,11,0,0,35,10285,69,7
03/21/20,113,45,38,3.3,24.15,89,0,0,130,10264,62,2
03/22/20,139,59.44,33,0.6,30.02,97,0,0,229,10265,63,1
03/23/20,155,68.33,18,-7.8,30.265,114,0,0,238,10266,54,0
03/24/20,142,61.11,4,-15.6,22.755,114,1–2,0,244,10257,54,0
03/25/20,139,59.44,1,-17.2,21.12,116,1–2,0,239,10245,50,0
03/26/20,139,59.44,10,-12.2,23.62,111,1–2,0,247,10233,53,0
03/27/20,118,47.78,14,-10,18.89,109,0,0,241,10239,61,0
03/28/20,81,27.22,44,6.7,16.96,47,0,0,231,10290,65,3
03/29/20,107,41.67,34,1.1,21.385,58,0,0,160,10377,54,5
03/30/20,113,45,20,-6.7,19.15,10,0,0,158,10346,70,7
03/31/20,93,33.89,25,-3.9,14.995,54,0,0,105,10314,68,2
04/01/20,140,60,-9,-22.8,18.6,35,3–5,0,162,10240,66,5
04/02/20,142,61.11,54,12.2,36.655,17,0,0,129,10161,66,7
04/03/20,165,73.89,68,20,46.945,45,0,0,138,10178,65,5
04/04/20,217,102.78,27,-2.8,49.99,88,0,0,183,10200,66,2
04/05/20,183,83.89,59,15,49.445,115,0,6,241,10136,51,0
04/06/20,200,93.33,104,40,66.665,45,0,0,274,10174,63,5
04/07/20,219,103.89,45,7.2,55.545,93,0,0,189,10285,60,2
04/08/20,232,111.11,98,36.7,73.905,32,0,0,232,10246,62,6
04/09/20,242,116.67,85,29.4,73.035,104,0,0,185,10247,61,1
04/10/20,250,121.11,87,30.6,75.855,115,0,0,264,10246,61,0
04/11/20,248,120,90,32.2,76.1,89,0,0,268,10220,57,3
04/12/20,118,47.78,95,35,41.39,94,0,0,248,10146,56,2
04/13/20,134,56.67,76,24.4,40.535,79,0,0,241,10254,58,4
04/14/20,191,88.33,32,0,44.165,125,0,0,253,10285,53,2
04/15/20,196,91.11,25,-3.9,43.605,127,0,0,305,10224,56,0
04/16/20,147,63.89,46,7.8,35.845,64,0,0,289,10162,62,3
04/17/20,161,71.67,90,32.2,51.935,21,0,170,187,10167,70,6
04/18/20,185,85,64,17.8,51.4,31,0,0,121,10179,81,6
04/19/20,185,85,62,16.7,50.85,106,0,0,190,10200,63,2
04/20/20,188,86.67,56,13.3,49.985,127,0,0,307,10174,55,0
04/21/20,214,101.11,82,27.8,64.455,129,0,0,320,10167,50,0
04/22/20,241,116.11,71,21.7,68.905,125,0,0,324,10193,53,0
04/23/20,219,103.89,66,18.9,61.395,116,0,0,316,10193,56,0
04/24/20,168,75.56,78,25.6,50.58,123,0,0,311,10159,54,0
04/25/20,206,96.67,68,20,58.335,101,0,0,312,10152,68,2
04/26/20,186,85.56,42,5.6,45.58,130,0,0,316,10120,61,1
04/27/20,112,44.44,70,21.1,32.77,30,0,84,309,10075,66,5
04/28/20,142,61.11,72,22.2,41.655,0,0,62,180,10046,91,8
04/29/20,142,61.11,72,22.2,41.655,15,0,18,51,10014,83,7
04/30/20,155,68.33,62,16.7,42.515,33,0,42,161,9951,83,5
05/01/20,176,80,74,23.3,51.65,60,0,2,172,9996,73,5
05/02/20,152,66.67,57,13.9,40.285,120,0,0,259,10107,62,2
05/03/20,178,81.11,86,30,55.555,0,0,2,311,10159,70,8
05/04/20,154,67.78,97,36.1,51.94,73,0,0,142,10193,64,4
05/05/20,187,86.11,79,26.1,56.105,116,0,0,270,10213,59,2
05/06/20,231,110.56,50,10,60.28,134,0,0,356,10253,60,0
05/07/20,242,116.67,59,15,65.835,126,0,0,358,10225,61,1
05/08/20,249,120.56,100,37.8,79.18,120,0,0,335,10177,52,3
05/09/20,179,81.67,105,40.6,61.135,124,0,0,327,10124,50,1
05/10/20,126,52.22,116,46.7,49.46,33,0,0,320,10109,65,5
05/11/20,162,72.22,47,8.3,40.26,70,0,0,170,10199,50,4
05/12/20,133,56.11,23,-5,25.555,84,0,0,278,10207,54,3
05/13/20,147,63.89,61,16.1,39.995,41,0,0,293,10177,55,5
05/14/20,196,91.11,30,-1.1,45.005,116,0,0,262,10228,56,2
05/15/20,190,87.78,31,-0.6,43.59,110,0,0,344,10240,57,1
05/16/20,211,99.44,76,24.4,61.92,57,0,0,311,10244,53,6
05/17/20,239,115,77,25,70,85,0,0,278,10239,57,4
05/18/20,260,126.67,102,38.9,82.785,111,0,0,305,10236,54,3
05/19/20,278,136.67,116,46.7,91.685,118,0,0,362,10231,59,2
05/20/20,274,134.44,130,54.4,94.42,140,0,0,364,10212,50,0
05/21/20,232,111.11,130,54.4,82.755,117,0,0,380,10187,48,2
05/22/20,199,92.78,167,75,83.89,75,0,0,354,10153,51,5
05/23/20,225,107.22,112,44.4,75.81,102,0,16,304,10225,56,3
05/24/20,261,127.22,104,40,83.61,65,0,0,320,10304,58,4
05/25/20,265,129.44,101,38.3,83.87,136,0,0,305,10343,52,0
05/26/20,263,128.33,116,46.7,87.515,120,0,0,386,10353,51,1
05/27/20,226,107.78,137,58.3,83.04,92,0,0,343,10351,51,4
05/28/20,243,117.22,116,46.7,81.96,134,0,0,340,10337,50,1
05/29/20,257,125,110,43.3,84.15,137,0,0,395,10276,44,0
05/30/20,253,122.78,99,37.2,79.99,133,0,0,397,10231,49,1
05/31/20,268,131.11,124,51.1,91.105,137,0,0,398,10225,44,0
06/01/20,254,123.33,113,45,84.165,136,0,0,399,10224,50,0
06/02/20,192,88.89,123,50.6,69.745,131,0,0,394,10186,46,1
06/03/20,166,74.44,136,57.8,66.12,0,0,4,348,10086,63,8
06/04/20,164,73.33,105,40.6,56.965,11,0,0,121,10034,67,8
06/05/20,145,62.78,112,44.4,53.59,53,0,14,194,9971,58,6
06/06/20,187,86.11,72,22.2,54.155,30,0,98,234,9994,75,5
06/07/20,166,74.44,81,27.2,50.82,38,0,20,189,10094,76,5
06/08/20,201,93.89,104,40,66.945,21,0,0,212,10188,64,7
06/09/20,164,73.33,106,41.1,57.215,45,0,0,229,10200,56,7
06/10/20,214,101.11,127,52.8,76.955,0,0,52,249,10151,83,8
06/11/20,214,101.11,109,42.8,71.955,17,0,8,108,10114,80,8
06/12/20,251,121.67,137,58.3,89.985,19,0,24,156,10054,81,6
06/13/20,229,109.44,123,50.6,80.02,74,0,16,192,10084,69,4
06/14/20,253,122.78,129,53.9,88.34,80,0,0,302,10140,70,3
06/15/20,249,120.56,115,46.1,83.33,77,0,10,305,10161,73,3
06/16/20,226,107.78,135,57.2,82.49,89,0,2,299,10141,68,5
06/17/20,191,88.33,128,53.3,70.815,5,0,124,273,10124,75,6
06/18/20,208,97.78,138,58.9,78.34,28,0,86,164,10103,87,7
06/19/20,230,110,134,56.7,83.35,9,0,4,149,10143,81,7
06/20/20,239,115,118,47.8,81.4,59,0,12,191,10193,73,5
06/21/20,239,115,141,60.6,87.8,57,0,0,280,10171,67,6
06/22/20,286,141.11,103,39.4,90.255,141,0,0,292,10246,60,0
06/23/20,326,163.33,118,47.8,105.565,137,0,0,402,10234,58,0
06/24/20,334,167.78,167,75,121.39,137,0,0,388,10199,50,0
06/25/20,310,154.44,183,83.9,119.17,137,0,0,389,10150,48,0
06/26/20,214,101.11,194,90,95.555,109,0,36,380,10088,59,3
06/27/20,220,104.44,153,67.2,85.82,21,0,6,321,10051,78,7
06/28/20,217,102.78,123,50.6,76.69,68,0,18,198,10094,64,5
06/29/20,201,93.89,122,50,71.945,19,0,0,283,10098,60,7
06/30/20,226,107.78,128,53.3,80.54,1,0,6,211,10072,77,8
07/01/20,225,107.22,137,58.3,82.76,30,0,20,147,10058,76,7
07/02/20,225,107.22,119,48.3,77.76,53,0,24,211,10114,75,6
07/03/20,214,101.11,121,49.4,75.255,50,0,30,253,10157,72,6
07/04/20,230,110,145,62.8,86.4,1,0,0,258,10109,84,8
07/05/20,205,96.11,168,75.6,85.855,94,0,0,153,10110,60,5
07/06/20,226,107.78,114,45.6,76.69,41,0,0,342,10194,59,4
07/07/20,204,95.56,113,45,70.28,38,0,82,222,10200,66,6
07/08/20,206,96.67,132,55.6,76.135,1,0,22,200,10147,93,8
07/09/20,197,91.67,157,69.4,80.535,0,0,28,129,10117,89,8
07/10/20,215,101.67,123,50.6,76.135,48,0,0,122,10180,66,6
07/11/20,252,122.22,87,30.6,76.41,94,0,0,279,10265,56,2
07/12/20,262,127.78,99,37.2,82.49,129,0,0,320,10277,53,1
07/13/20,231,110.56,127,52.8,81.68,70,0,12,366,10229,56,5
07/14/20,194,90,152,66.7,78.35,15,0,0,290,10164,71,7
07/15/20,241,116.11,135,57.2,86.655,6,0,0,196,10162,69,8
07/16/20,285,140.56,160,71.1,105.83,22,0,0,133,10203,,8
07/17/20,263,128.33,169,76.1,102.215,101,0,0,220,10206,57,4
07/18/20,214,101.11,150,65.6,83.355,75,0,8,351,10182,61,5
07/19/20,226,107.78,141,60.6,84.19,15,0,0,307,10180,67,7
07/20/20,227,108.33,105,40.6,74.465,136,0,0,198,10231,51,1
07/21/20,263,128.33,102,38.9,83.615,113,0,0,377,10260,48,1
07/22/20,266,130,136,57.8,93.9,97,0,0,360,10233,50,4
07/23/20,256,124.44,133,56.1,90.27,40,0,0,325,10160,56,5
07/24/20,230,110,161,71.7,90.85,11,0,0,245,10123,68,6
07/25/20,237,113.89,174,78.9,96.395,0,0,76,180,10076,83,7
07/26/20,216,102.22,125,51.7,76.96,33,0,40,129,10107,77,5
07/27/20,216,102.22,155,68.3,85.26,4,0,10,196,10076,85,8
07/28/20,245,118.33,124,51.1,84.715,61,0,0,128,10144,60,3
07/29/20,298,147.78,95,35,91.39,101,0,0,256,10200,57,3
07/30/20,378,192.22,129,53.9,123.06,137,0,0,337,10180,47,1
07/31/20,277,136.11,165,73.9,105.005,96,0,0,351,10116,47,2
08/01/20,254,123.33,157,69.4,96.365,94,0,0,305,10150,60,4
08/02/20,235,112.78,116,46.7,79.74,88,0,0,299,10164,57,4
08/03/20,249,120.56,138,58.9,89.73,91,0,0,303,10159,52,5
08/04/20,268,131.11,110,43.3,87.205,87,0,0,289,10159,58,3
08/05/20,297,147.22,156,68.9,108.06,58,0,0,275,10130,61,6
08/06/20,364,184.44,182,83.3,133.87,52,0,0,270,10169,66,5
08/07/20,334,167.78,159,70.6,119.19,95,0,0,232,10178,46,2
08/08/20,338,170,207,97.2,133.6,54,0,0,278,10189,56,6
08/09/20,355,179.44,173,78.3,128.87,99,0,0,256,10176,61,4
08/10/20,357,180.56,187,86.1,133.33,113,0,0,290,10139,56,2
08/11/20,354,178.89,212,100,139.445,91,0,0,297,10140,50,4
08/12/20,284,140,217,102.8,121.4,72,0,14,267,10129,57,2
08/13/20,202,94.44,193,89.4,91.92,34,0,18,227,10123,76,6
08/14/20,211,99.44,172,77.8,88.62,0,0,8,152,10138,89,8
08/15/20,248,120,165,73.9,96.95,0,0,0,75,10145,93,8
08/16/20,251,121.67,173,78.3,99.985,13,0,8,76,10106,78,6
08/17/20,250,121.11,150,65.6,93.355,59,0,34,152,10079,77,5
08/18/20,206,96.67,162,72.2,84.435,52,0,50,223,10089,73,5
08/19/20,258,125.56,148,64.4,94.98,0,0,116,182,10033,95,6
08/20/20,239,115,160,71.1,93.05,116,0,0,85,10027,64,4
08/21/20,244,117.78,175,79.4,98.59,42,0,0,287,10035,65,6
08/22/20,236,113.33,163,72.8,93.065,84,0,2,209,10118,64,4
08/23/20,237,113.89,147,63.9,88.895,44,0,0,253,10163,67,6
08/24/20,224,106.67,135,57.2,81.935,21,0,134,208,10152,77,7
08/25/20,236,113.33,155,68.3,90.815,9,0,10,176,10016,83,8
08/26/20,183,83.89,152,66.7,75.295,48,0,0,135,10122,62,6
08/27/20,203,95,129,53.9,74.45,9,0,116,194,10105,83,7
08/28/20,163,72.78,129,53.9,63.34,36,0,68,105,10011,84,7
08/29/20,179,81.67,112,44.4,63.035,6,0,4,176,10088,78,8
08/30/20,184,84.44,116,46.7,65.57,22,0,0,123,10177,67,8
08/31/20,209,98.33,81,27.2,62.765,29,0,0,134,10219,64,5
09/01/20,204,95.56,66,18.9,57.23,106,0,0,195,10208,63,1
09/02/20,224,106.67,91,32.8,69.735,36,0,10,239,10190,76,5
09/03/20,208,97.78,154,67.8,82.79,0,0,14,136,10159,83,8
09/04/20,201,93.89,124,51.1,72.495,24,0,6,93,10208,73,7
09/05/20,205,96.11,95,35,65.555,80,0,0,153,10212,68,3
09/06/20,219,103.89,101,38.3,71.095,44,0,0,201,10210,70,6
09/07/20,257,125,99,37.2,81.1,10,0,0,179,10232,77,5
09/08/20,223,106.11,137,58.3,82.205,29,0,0,142,10242,79,7
09/09/20,203,95,143,61.7,78.35,11,0,0,150,10233,75,4
09/10/20,203,95,91,32.8,63.9,84,0,0,121,10232,60,4
09/11/20,227,108.33,87,30.6,69.465,42,0,2,211,10173,67,5
09/12/20,255,123.89,123,50.6,87.245,78,0,0,184,10195,65,3
09/13/20,295,146.11,128,53.3,99.705,109,0,0,213,10234,72,0
09/14/20,294,145.56,113,45,95.28,108,0,0,231,10214,65,0
09/15/20,265,129.44,148,64.4,96.92,83,0,0,226,10180,66,2
09/16/20,225,107.22,185,85,96.11,59,0,0,195,10237,65,6
09/17/20,219,103.89,128,53.3,78.595,104,0,0,179,10281,62,2
09/18/20,252,122.22,97,36.1,79.16,98,0,0,220,10226,63,0
09/19/20,252,122.22,126,52.2,87.21,96,0,0,212,10174,61,1
09/20/20,248,120,137,58.3,89.15,94,0,0,202,10186,65,0
09/21/20,257,125,138,58.9,91.95,73,0,0,194,10174,70,3
09/22/20,186,85.56,122,50,67.78,84,0,10,173,10095,71,2
09/23/20,168,75.56,152,66.7,71.13,1,0,70,165,10003,86,7
09/24/20,150,65.56,81,27.2,46.38,27,0,36,86,9961,81,5
09/25/20,136,57.78,64,17.8,37.79,54,0,0,112,10025,67,4
09/26/20,145,62.78,66,18.9,40.84,48,0,0,164,10115,65,4
09/27/20,182,83.33,95,35,59.165,6,0,0,146,10128,66,8
09/28/20,196,91.11,77,25,58.055,56,0,20,92,10136,73,6
09/29/20,180,82.22,108,42.2,62.21,40,0,0,156,10150,81,6
09/30/20,163,72.78,99,37.2,54.99,5,0,32,130,10072,88,5
10/01/20,142,61.11,109,42.8,51.955,21,0,44,74,9973,78,6
10/02/20,158,70,98,36.7,53.35,0,0,384,94,9881,92,8
10/03/20,122,50,121,49.4,49.7,3,0,234,30,9859,90,8
10/04/20,185,85,88,31.1,58.05,0,0,34,57,9827,94,7
10/05/20,174,78.89,91,32.8,55.845,35,0,30,54,9951,83,6
10/06/20,169,76.11,108,42.2,59.155,40,0,0,124,9983,81,6
10/07/20,172,77.78,82,27.8,52.79,49,0,38,123,10125,76,5
10/08/20,151,66.11,112,44.4,55.255,11,0,2,132,10121,,7
10/09/20,140,60,62,16.7,38.35,29,0,18,81,10189,86,4
10/10/20,145,62.78,48,8.9,35.84,1,0,0,86,10225,80,5
10/11/20,135,57.22,81,27.2,42.21,61,0,0,70,10252,76,4
10/12/20,120,48.89,62,16.7,32.795,0,0,38,111,10193,88,8
10/13/20,148,64.44,60,15.6,40.02,1,0,22,53,10106,88,6
10/14/20,134,56.67,80,26.7,41.685,26,0,18,69,10206,82,5
10/15/20,142,61.11,77,25,43.055,40,0,10,97,10246,82,4
10/16/20,125,51.67,72,22.2,36.935,27,0,0,111,10247,76,6
10/17/20,129,53.89,94,34.4,44.145,0,0,0,75,10228,81,8
10/18/20,160,71.11,59,15,43.055,0,0,0,51,10237,83,8
10/19/20,188,86.67,75,23.9,55.285,29,0,16,69,10149,73,6
10/20/20,160,71.11,118,47.8,59.455,7,0,86,97,10013,82,8
10/21/20,169,76.11,140,60,68.055,0,0,90,67,9969,93,8
10/22/20,167,75,115,46.1,60.55,46,0,0,36,10080,81,4
10/23/20,162,72.22,100,37.8,55.01,20,0,0,90,10084,85,6
10/24/20,129,53.89,79,26.1,39.995,0,0,212,59,10019,86,7
10/25/20,134,56.67,73,22.8,39.735,29,0,4,48,9965,86,3
10/26/20,141,60.56,64,17.8,39.18,24,0,8,75,9979,84,2
10/27/20,138,58.89,49,9.4,34.145,0,0,8,63,9984,90,5
10/28/20,155,68.33,79,26.1,47.215,10,0,20,36,10025,81,4
10/29/20,162,72.22,75,23.9,48.06,0,0,32,58,10119,86,8
10/30/20,155,68.33,110,43.3,55.815,0,0,2,28,10161,86,8
10/31/20,172,77.78,134,56.7,67.24,7,0,72,30,10116,83,7
11/01/20,171,77.22,102,38.9,58.06,3,0,4,29,10033,84,8
11/02/20,114,45.56,149,65,55.28,32,0,56,37,10051,74,5
11/03/20,123,50.56,62,16.7,33.63,26,0,0,74,10189,79,5
11/04/20,108,42.22,9,-12.8,14.71,69,1–2,2,72,10335,84,0
11/05/20,119,48.33,14,-10,19.165,29,0,2,86,10386,93,4
11/06/20,153,67.22,6,-14.4,26.41,19,1–2,0,61,10291,83,5
11/07/20,141,60.56,41,5,32.78,48,0,2,67,10202,85,2
11/08/20,163,72.78,77,25,48.89,0,0,22,71,10182,94,8
11/09/20,161,71.67,93,33.9,52.785,0,0,66,34,10193,95,7
11/10/20,139,59.44,97,36.1,47.77,25,0,2,38,10231,92,5
11/11/20,136,57.78,61,16.1,36.94,0,0,64,55,10173,90,7
11/12/20,139,59.44,90,32.2,45.82,38,0,0,37,10134,81,4
11/13/20,141,60.56,94,34.4,47.48,24,0,24,66,10120,82,6
11/14/20,125,51.67,84,28.9,40.285,0,0,214,49,10070,91,7
11/15/20,131,55,116,46.7,50.85,19,0,10,23,9963,85,6
11/16/20,146,63.33,73,22.8,43.065,4,0,8,45,10124,81,6
11/17/20,159,70.56,94,34.4,52.48,5,0,0,35,10205,85,7
11/18/20,106,41.11,111,43.9,42.505,16,0,6,41,10165,82,6
11/19/20,109,42.78,78,25.6,34.19,15,0,4,40,10262,76,4
11/20/20,125,51.67,8,-13.3,19.185,0,1–2,8,29,10331,92,7
11/21/20,111,43.89,42,5.6,24.745,0,0,2,27,10267,80,8
11/22/20,108,42.22,76,24.4,33.31,28,0,2,32,10266,84,6
11/23/20,124,51.11,19,-7.2,21.955,8,0,0,45,10270,92,6
11/24/20,137,58.33,36,2.2,30.265,15,0,0,33,10171,85,6
11/25/20,89,31.67,71,21.7,26.685,1,0,2,40,10131,89,6
11/26/20,85,29.44,41,5,17.22,6,0,0,23,10211,88,6
11/27/20,100,37.78,-17,-27.2,5.29,16,3–5,2,34,10192,92,7
11/28/20,82,27.78,-5,-20.6,3.59,0,3–5,0,35,10185,92,8
11/29/20,105,40.56,81,27.2,33.88,0,0,0,20,10259,92,8
11/30/20,79,26.11,44,6.7,16.405,0,0,0,17,10242,91,7
12/01/20,69,20.56,31,-0.6,9.98,50,0,0,22,10255,78,2
12/02/20,73,22.78,21,-6.1,8.34,0,0,14,51,10180,88,8
12/03/20,57,13.89,30,-1.1,6.395,0,0,140,20,9899,93,7
12/04/20,81,27.22,30,-1.1,13.06,0,0,0,8,9773,85,8
12/05/20,52,11.11,30,-1.1,5.005,24,0,0,26,9911,80,6
12/06/20,23,-5,16,-8.9,-6.95,10,0,2,37,10017,92,6
12/07/20,54,12.22,-4,-20,-3.89,0,1–2,32,24,9993,98,8
12/08/20,71,21.67,-6,-21.1,0.285,13,3–5,18,18,10034,96,7
12/09/20,95,35,-4,-20,7.5,0,1–2,0,33,10058,88,8
12/10/20,112,44.44,44,6.7,25.57,0,0,86,25,9991,87,8
12/11/20,98,36.67,66,18.9,27.785,1,0,0,16,9870,95,7
12/12/20,120,48.89,69,20.6,34.745,0,0,4,28,9992,87,5
12/13/20,126,52.22,4,-15.6,18.31,0,1–2,54,27,10023,94,7
12/14/20,116,46.67,55,12.8,29.735,18,0,18,16,9991,88,6
12/15/20,106,41.11,55,12.8,26.955,31,0,10,32,10056,89,3
12/16/20,116,46.67,66,18.9,32.785,2,0,34,36,10072,88,7
12/17/20,121,49.44,58,14.4,31.92,44,0,4,25,10138,88,3
12/18/20,124,51.11,70,21.1,36.105,0,0,48,38,10105,90,8
12/19/20,105,40.56,98,36.7,38.63,24,0,56,15,10050,84,6
12/20/20,139,59.44,61,16.1,37.77,39,0,16,37,10125,85,4
12/21/20,117,47.22,51,10.6,28.91,0,0,20,37,10066,94,8
12/22/20,139,59.44,99,37.2,48.32,0,0,8,16,10104,89,8
12/23/20,55,12.78,100,37.8,25.29,4,0,20,23,10049,92,8
12/24/20,55,12.78,37,2.8,7.79,32,0,0,32,10209,78,4
12/25/20,107,41.67,1,-17.2,12.235,21,1–2,0,40,10310,74,4
12/26/20,69,20.56,-2,-18.9,0.83,0,1–2,132,38,10161,86,7
12/27/20,36,2.22,55,12.8,7.51,37,0,6,32,9775,83,4
12/28/20,43,6.11,-16,-26.7,-10.295,0,3–5,2,38,9746,93,7
12/29/20,55,12.78,4,-15.6,-1.41,2,1–2,0,21,9901,86,7
12/30/20,14,-10,-4,-20,-15,13,1–2,0,22,10024,89,4
12/31/20,45,7.22,-32,-35.6,-14.19,0,6–10,0,34,10057,91,7
01/01/21,52,11.11,-17,-27.2,-8.045,0,3–5,6,16,10117,94,8
01/02/21,59,15,0,-17.8,-1.4,15,1–2,0,17,10160,85,7
01/03/21,54,12.22,7,-13.9,-0.84,6,1–2,2,32,10176,86,8
01/04/21,46,7.78,26,-3.3,2.24,0,0,0,27,10195,82,8
01/05/21,61,16.11,18,-7.8,4.155,0,0,4,17,10201,82,8
01/06/21,23,-5,27,-2.8,-3.9,10,0,0,27,10195,84,6
01/07/21,27,-2.78,-3,-19.4,-11.09,32,1–2,0,34,10186,90,6
